id,landmarks
002a60235e98af73,6764 1.00
002a70ff69fb0500,10317 1.00
002b404d3b0cf9a6,2527 1.00
002bfe1dc420c69c,9060 1.00
002c7341cbf5b436,6993 1.00
002da20ca02f0ac0,9060 1.00
002e393179937ebe,10494 1.00
002e422a29e1ce5e,453 1.00
002f0b431de8711a,10317 1.00
002f22ef6de3a55f,9060 1.00
002f3760195af117,10317 1.00
002faea0e8c51479,11832 1.00
0030a4534a5abac6,3960 1.00
0031ad92799f20ee,12851 1.00
0033acb64422fba9,11043 1.00
0033eba3397c6185,9060 1.00
00344624300552b9,14586 1.00
003448f1cb05ee15,10317 0.99
00348bdb873acd20,11643 1.00
0034fcc8b622df6d,3438 1.00
0035c123796d2dc2,5114 1.00
00362ef0d3389ca2,5248 1.00
003a84c1f0358ea0,10317 1.00
003aa025286a1b96,5335 1.00
003abb2a6c9e8337,10494 1.00
003adb8929fce218,6157 1.00
003b678f3036f88f,163 1.00
003bbf69073a067b,4499 1.00
003c37ed733ebd52,878 1.00
003e3352412c6923,2373 1.00
003e9d4de2771416,3438 1.00
0040daa684fe92a6,6911 1.00
0043022cc2d89652,10317 1.00
004306a44a2c92e5,11832 1.00
00433c47e6594840,10494 1.00
004347098fbd4691,9605 1.00
0043680413e803f5,3876 1.00
0043c17ee0228378,8986 1.00
0043e20bf69a7f94,8505 1.00
0043ed96affa4216,10494 1.00
00448b1998cc59e1,13301 1.00
0044b7fa53f00c88,10494 1.00
0044eadd62a3a123,2054 1.00
00454fac60511ab7,10317 1.00
0046825c85e10133,9060 1.00
00469eccdb96cf99,13065 1.00
00483eab99b26137,9060 1.00
0048adbdcf183db1,4226 1.00
0049d86ed382d84b,13431 1.00
004b93aaba46a821,10317 1.00
004bb5efdfd0261b,10621 1.00
004c58a94be7adc9,11832 1.00
004d8e5762546dfa,11832 1.00
004f110c2ef87ce5,12211 1.00
004f2a63bd7f04ce,9318 1.00
004f94447cd332cb,5710 1.00
0051888263e5ab01,13431 1.00
0051d063ddc87f77,573 1.00
0051dea7e3020136,5557 1.00
0052f0c1cbd21982,10494 1.00
00538c18c528666c,9060 1.00
00539fdf41f85f25,11002 1.00
0053d3cf150fc93f,13431 1.00
0053d94f6014a39b,9074 1.00
00546ff1c3ec4e55,1524 1.00
00549503aa63a09c,14586 1.00
0054d1a2be00f777,12211 1.00
0056038290a760ca,2054 1.00
0056c348f7a5a2aa,10434 1.00
0057a90bb02a686c,7629 1.00
0057aca77c241d15,12211 1.00
0058198268c6b91a,11832 1.00
005a1206a50ad018,8205 1.00
005a2fbc133829da,7059 1.00
005a94e5db69a1c0,8300 1.00
005ca9316b8f46b8,12383 1.00
005d21f7468129e6,10494 1.00
005d40349b5c1c86,10317 1.00
005d738a83531eb6,10434 1.00
005de66f6d8e8da4,10317 1.00
005e5be020ed1f7f,4499 1.00
0060d69377e1e504,10317 1.00
0060eab67d55e562,7314 1.00
0061115d26c0f52d,2373 1.00
0061f9cc9a118e99,9060 1.00
00621de5450f8482,11832 1.00
00637c55470214d9,11832 1.00
00642216de0e355c,10434 1.00
006477556948e45e,10317 1.00
00655868c2e8cb7c,7314 0.99
006636e68f306892,4499 1.00
0067beb332ae852f,9060 1.00
0067e468699f6414,13361 1.00
00687481f076241c,2701 1.00
0068a1234f22a300,11832 1.00
0068bd9bb106fa2e,9318 1.00
0069d0a4ef9e5de4,10317 1.00
006a979a8f578a03,11832 1.00
006a996d2431694b,10358 1.00
006b0754f6fcb570,10317 1.00
006b9053c41c3f6b,14920 1.00
006bc6e316fd4166,11643 1.00
006be62ac88c1443,292 1.00
006cc5689c658064,9074 1.00
006d3f2ef51c05fc,11832 1.00
006d42d9a149a70f,10494 1.00
006d65858fd4153b,13431 1.00
006d6aeede9e8447,5710 1.00
006db0686eed809d,13431 1.00
006e46f4662b7120,10621 1.00
006f16cb66cf19c7,4499 1.00
006f96dae0a72fda,14163 1.00
007071860a707778,5944 1.00
0070c73752241975,10358 1.00
0071448d48158c91,4190 1.00
007172261601423d,11832 1.00
0071a97afef72ce0,10123 1.00
0072cd05820db74b,573 1.00
0072fb58eb801dd0,10269 1.00
00747c0f756d08d2,14586 1.00
00747de2f5050dba,3793 1.00
0075fcb4800cc216,10494 1.00
0076053bbd002277,14586 1.00
00770c736a766a7e,13431 1.00
0077724b9d888854,10317 1.00
0077fefe0f2cb436,12868 1.00
00781247e691d910,10494 1.00
0078a79f99d0ebbf,13480 1.00
0079542b9eb570d6,5557 1.00
007a0fc3047aa2ac,4499 1.00
007a29d63d0a93e5,6764 1.00
007a8e2a9e7845dd,3438 1.00
007bf513511c5b7e,11579 1.00
007d909014189181,7311 1.00
007dec1ce214963a,10269 1.00
007e0b0d9da66d65,2373 1.00
007f553be79e5273,9060 1.00
00806825f3984685,11832 1.00
0081ec564be56fde,12162 1.00
00822bf28652bd09,10434 1.00
00833ae733a1a637,10317 1.00
0083e2be5389d7f5,11832 1.00
0084112df3090a30,2054 1.00
0084e1cc0da410dd,11832 1.00
0086b2ab623e3829,10494 1.00
0086b76133775722,10317 1.00
0087116b65d8e060,10434 1.00
00893ae332629b72,573 1.00
008b2bd78d97c4f8,573 1.00
008b50c9a1e15587,10317 1.00
008cc31b1ef9ac57,4499 1.00
008ccb1018056b5a,9060 1.00
008cf75c83fa5067,11643 1.00
008d633bc41bd3a5,11832 1.00
008d6a039582e6af,10434 1.00
008d8027bc26e936,4499 1.00
008d8ace3de6715d,12826 1.00
008e8559fd561ce0,10358 1.00
008f258e3824c060,4499 1.00
00909bed17475d7c,344 1.00
00910ad3422c50d1,8205 1.00
0091c88582227363,11002 1.00
0092445f562dd8e6,11832 1.00
0092cb02c447d9b2,3806 1.00
0092e126da3c9711,11343 0.99
0093ec32fae5007d,11832 1.00
00942a43cdc2f6f1,10317 1.00
00942c2692e55e0a,3960 1.00
0094eb98e3bb09e1,10317 1.00
00951b9627a30ea7,9060 1.00
00957aac7be34992,2373 1.00
0095ad72be057bf0,10434 1.00
0095cd1a04137b3e,13431 1.00
009632396f1bd734,10317 1.00
00967b1de78ff2fb,8205 1.00
0096bcdc94c6c07b,2464 1.00
0096ead4c7129631,10358 1.00
0097601cdf3170aa,4499 1.00
0097dbade9158008,13480 1.00
009944711efbc805,11832 1.00
009b40b0e0e7bdce,10358 1.00
009c80ca3d9086a1,11832 1.00
009e92c2c11471c6,10434 1.00
009fcd8d02147f48,9696 1.00
009fe7974ffebe9e,3438 1.00
00a09a1f721ee24d,10494 1.00
00a11f149f69dc8f,14586 1.00
00a1518b8700531a,13431 1.00
00a15617b3f6ea4f,3438 1.00
00a213958749cb4e,13431 1.00
00a2c62737f53014,3438 1.00
00a38be8f658e7fb,11832 1.00
00a59ce6458400ee,724 1.00
00a676753f8f7aed,11832 1.00
00a7169755fa4140,10494 1.00
00a846e7dc2ceaae,10123 1.00
00a8f81f9263b04b,10621 1.00
00a902847134b54d,11343 1.00
00a9c203689422bd,14586 1.00
00acb4de5715eb68,11832 1.00
00ad0d4547feeb90,9074 1.00
00ad5ecd984291f6,3960 1.00
00ae7d8f6bf5da87,4383 1.00
00af5d1c999221d5,14384 1.00
00af62b2c0f9714f,573 1.00
00afabc6edeef37d,11832 1.00
00b0376341bf913e,14586 1.00
00b0d1fea92aafac,11973 1.00
00b17c610f19b2ae,12411 1.00
00b1bd8303b405b9,10043 1.00
00b27979edfaf300,10434 1.00
00b33fa97f446a0f,573 1.00
00b38d9ecd523ea1,2054 1.00
00b3ef341f0e914e,11832 1.00
00b4203e16c0fbae,6650 1.00
00b57e576934a492,9318 1.00
00b6377a0ad8a05a,11832 1.00
00b7db2c80af8f4c,10494 1.00
00b8b0b4a977c786,13137 1.00
00ba81b43621c8b8,11643 1.00
00baaec612275e5c,9318 1.00
00bc1a5d3b5745f7,5557 1.00
00bdb97dcd4efd1a,4763 1.00
00befe9d42a84e55,5557 1.00
00c07cccfbbc2a01,10317 1.00
00c1030a06a4b4cc,3438 1.00
00c1924e644fe601,5944 1.00
00c1bbf323150be0,11832 1.00
00c27075b77a3f65,5114 1.00
00c3999ead874c41,5557 1.00
00c3f76b90fca967,3438 1.00
00c4caad5b938893,11832 1.00
00c4cd0e6d55443e,11832 1.00
00c5385a329502f3,5032 1.00
00c59c9b6c87dc4c,453 1.00
00c5d2e1bee88035,9314 1.00
00c6262974cd1177,8205 1.00
00c6406a540de23c,1041 1.00
00c6f7d3f8a0f1e4,10317 1.00
00c6fc1e25bce047,11832 1.00
00c73287e637ec01,5557 1.00
00c77161b64815d2,11832 1.00
00c793eef54f53ff,11973 1.00
00c7e9d4e7d916bb,10317 1.00
00c816811e210ed0,12211 1.00
00c8270b5c06e9a6,3806 1.00
00c827890f97b815,10317 1.00
00ca914fd7356c31,9621 1.00
00ca942b8874540b,10098 1.00
00cbb368857c6c58,7350 1.00
00cbd985ee6d255e,5710 1.00
00cbfa97a24f902d,9318 1.00
00cc7f797ecfabb3,11832 1.00
00ccab74383f39bf,573 1.00
00cde2a714062cd2,2373 1.00
00ce338d4410d2ba,3046 1.00
00ce85b2cc373699,453 0.98
00d066811e4018d4,11832 1.00
00d0d92338751361,8205 1.00
00d12f59ea89f1a7,2373 1.00
00d2cd52deb2a174,12211 1.00
00d50952720e6c7d,13301 1.00
00d5394b518b496e,9747 1.00
00d53e649c339cac,9060 1.00
00d5509a0784592d,9060 1.00
00d61a8dc4ca8840,7314 1.00
00d6649ee31f41b6,12057 1.00
00d6afbbe5d4eba1,10434 1.00
00d900541ed1e7b4,10494 1.00
00d97870107c8fec,5557 1.00
00d9bb08cbede531,2373 1.00
00da0fd704739ac9,573 1.00
00dab3e3a07cd65a,10494 1.00
00dae7da1e8e3453,9060 1.00
00db15fa6471e0d5,6764 1.00
00dcfc79d54f9f01,10434 1.00
00de1b9b32737b59,8451 1.00
00de893b40b3f141,14586 1.00
00df05d2f117b5f6,11107 1.00
00dfc80e3d5b7777,6852 1.00
00e06bb1f0c92fff,13361 1.00
00e16014e2f83733,11832 1.00
00e1c011fb3e5410,11832 1.00
00e30ed7528b85ab,573 1.00
00e3155ae5b1db28,2054 1.00
00e37c85442dd248,11579 1.00
00e3a7b95ed7ae2d,12057 1.00
00e4410183f3fd23,11832 1.00
00e549fa3e336642,573 1.00
00e653f37433da4f,10494 1.00
00e6ab454cc16102,14472 1.00
00e6bb24011b09c0,5557 1.00
00e83d24c79fc8bd,9318 1.00
00e86d204065f875,2939 1.00
00e893176c6f319e,10494 0.99
00ea2b1c651f8a9a,11832 1.00
00eb251c7a436675,11832 1.00
00ec0f4ae586e38b,13361 1.00
00eca727591b2402,573 1.00
00ece45c0b28abc5,9060 1.00
00ee160f55cc808e,10043 1.00
00eea4aae8528b3b,7121 1.00
00eeb92425cff135,10317 1.00
00ef636cd6f82438,9747 1.00
00efae260ed38c8b,10317 1.00
00efdfd4c0634dca,3012 1.00
00efedf2ad6b030c,12057 1.00
00f0382780d994f8,3438 0.99
00f094775b82c7e4,11343 1.00
00f0b15b4d042f1d,10123 1.00
00f2201cfc1cf25e,2054 1.00
00f246e1267b355c,3806 1.00
00f2c39538b57948,10494 1.00
00f37690240d93e9,7314 1.00
00f3bdb50c9d474c,10494 1.00
00f532ee34f17e0d,4499 1.00
00f595f7fd42d44e,2631 1.00
00f6b8430ee5bac6,5944 1.00
00f77cb5df0c53a8,10317 1.00
00f9daaaba917da4,7059 1.00
00faf8958470eb9a,9060 0.99
00fb34f30b93396c,4499 1.00
00fc9a038c0e7ca3,10317 1.00
00fd6ccbb78b367e,12211 1.00
00fd742563c11e64,11643 1.00
00fdc623def2ddf2,8205 1.00
00ffce9161de5bf5,10494 1.00
01006b4d273f898a,1476 1.00
010157d900b1962e,10317 1.00
0101a1e23fe6210a,14586 1.00
0101c1c0a833c283,10494 1.00
01022aa9cbc55ea7,4499 1.00
010277c2baea89fd,7976 1.00
01030e11908cb048,11832 1.00
010398105384031f,4914 1.00
0103de7124e8b43e,8986 1.00
0103f814e0a34262,5984 1.00
01044fbcc261ee94,10317 1.00
010683c7e93cb38c,724 1.00
0106a326f9550f9f,2704 1.00
01075b310b26e419,4519 1.00
0107b12ed479043e,2054 1.00
0107c3ea3ff24a96,573 1.00
0107da717b122784,10317 1.00
0107ec135a7ddd8e,3438 1.00
0107f0875a4cdf7f,11973 1.00
010818cf9e8d0ed5,10434 1.00
01082d1edc1ae3a6,13480 1.00
0108877969f13232,6993 1.00
01092fd31f013dcc,9621 1.00
0109bc8469db765e,11343 1.00
010ad81cf43cd631,10317 1.00
010bbd74d9648b0d,12868 1.00
010c3ae9f363acaa,10494 1.00
010c44c13d4b53ba,10494 1.00
010c5ebca62eb858,11938 1.00
010d0c9a2933a5fc,2373 1.00
010d6b53678093a6,4499 1.00
010d8fadfd85c1aa,10434 1.00
010df08410fcd40f,9060 1.00
010e836a22fd1ee9,9060 1.00
010eaac7253793c5,7629 1.00
010f0da9f21b6676,13361 1.00
010f2cca8c35feb2,5557 1.00
010f2f2822d27b8a,13431 1.00
011035dc5296d308,4499 1.00
01104de5340c01ee,11917 1.00
011142a23e462278,13431 1.00
01114f2c4ba316a2,11832 1.00
0111bfdffd416588,9060 1.00
0111c4ffacf03712,5243 1.00
0111e875bce69372,14920 1.00
0115a085915e5a27,10317 1.00
0115a0d91986caf3,573 1.00
0116fc85cfa1cd46,4914 1.00
01171e175fcbfc39,7314 1.00
01176f6b0d124436,12438 1.00
011842656b0a029f,3450 1.00
011947770659e42e,11832 0.99
011987aaa7bf1ef2,9074 1.00
0119c8aa2a4eb7d5,3438 1.00
011a9c516f9acea6,11832 1.00
011aa83010b7a152,7314 1.00
011c9bc4a2b634c4,8505 1.00
011e5388b189c40b,8205 1.00
011e55a4d2322bac,11343 1.00
011eb75dff8d42c0,10043 1.00
011f3843bcb4053d,11170 1.00
011f55e5d4ed52e6,3438 1.00
0120ff2d2aade71c,9060 1.00
012105c7d8bf6fec,11579 1.00
012114561a1050e1,3477 1.00
01213ab6ce1a5359,11832 1.00
0121f10a24bc5860,11643 1.00
0122a99b79c0aec6,573 1.00
012300c3eb0e4ea3,1320 1.00
01238ca5118306de,10494 1.00
01238f98aeee977a,13065 1.00
0123d360110b21df,9928 1.00
0124384c1d4d1a80,573 1.00
012455559230d821,10043 1.00
01246b142e976306,11832 1.00
0124abeb7d5d6cfa,5557 1.00
0124d76a71e58d45,3726 1.00
0125cafbb9d14f10,3915 1.00
0126e4fb0a03391c,10434 1.00
0127359a00c69e10,7087 1.00
0127680045055146,9060 1.00
0127873ecafef52a,11643 1.00
01278a3b6feb80e5,10621 1.00
01279d3f7e9ecae2,12057 1.00
0128b5061044a7ae,9318 1.00
0128f96948af340d,10434 1.00
012b299ae4e42fe3,10494 1.00
012b7e14b09e1460,11832 1.00
012bc0f83ed7a02c,9318 1.00
012bd605ccf0cb88,9483 1.00
012c0092fc72874f,573 1.00
012d2135a84cbdc2,3242 1.00
012dca7f280c81a4,9060 1.00
012de9408ac70fc6,5557 1.00
012df9517d9c4649,3802 1.00
012e3cd529579cf2,14586 1.00
012eaffc548a83b5,12057 1.00
0130ffac20c765f5,10317 1.00
01320a92b61d656b,9060 1.00
01326e3577e80f43,10317 1.00
013388e7376af348,11832 1.00
01338b900caf329b,10494 1.00
013457fd8ecf0606,14586 1.00
0135037f3223f05e,7976 1.00
0135d56696c83bc8,10043 1.00
013729f38b6b974f,9318 1.00
0137e3bffc27c35b,3438 1.00
013870a433f09a14,14234 1.00
0138d145927a068a,9318 1.00
01395ef3f9a4c6d9,9060 1.00
013a1c5933b915a9,10434 1.00
013a650484026b3b,9060 1.00
013a7001e4de79a4,10434 1.00
013c1d1158d0e915,10494 1.00
013c95f6a9fc3535,3450 1.00
013cf7183b0fa6a1,10317 1.00
013d8aee42e3a040,6993 1.00
013f670a3f29d5f6,10317 1.00
013fc60492662c35,11973 1.00
01402c9931232b25,10043 1.00
014145cba139910b,573 1.00
0141701bdec2dcbb,10043 1.00
01427df04a5d6b2b,573 1.00
0143ffe20dd44219,11832 1.00
014462b12570e851,3802 1.00
0144702fa427d3cb,10317 1.00
014511ee7076ab0a,573 1.00
0145a21f46b3a5e4,5557 1.00
0145d00d36a6d9a6,9060 1.00
0146c042f98971f5,3438 1.00
014751c6b5ce03ee,10434 1.00
0147bf61cb2e029b,12057 1.00
0148024a743c58a9,5114 0.99
0148c46cbd415a13,11832 1.00
014a5d0c6ee3b686,2527 1.00
014aa0d3a80ca4c8,4499 0.99
014ae2404b521237,10621 1.00
014afa535a07072f,3438 1.00
014b5ff36333d75b,2054 1.00
014b8f79856aa3c9,12826 1.00
014ca51289e0d39e,9605 1.00
014ccda02d28fc53,11832 1.00
014d6b2b2c0701b1,14920 1.00
014ece7aea7113b6,7629 1.00
01509bdc31729d68,2012 1.00
0150a2df6cf1d0fc,10434 1.00
01523bc7aac9d99e,10494 1.00
0152d1e741f47a87,3802 1.00
0153725db4418285,10494 1.00
0155272582f6e352,11938 1.00
0155545a2df49b5e,10434 1.00
0155966dc3f19b4c,5792 1.00
015599967580d1b4,14586 1.00
0155f1a08e35238a,11343 1.00
0156971df5186f70,9060 1.00
0156ff8384423a73,2373 1.00
0157bda1c38503c3,4499 1.00
0158aa20e7bd8458,814 1.00
015905b877c622aa,9875 1.00
0159070ad177a09b,11343 1.00
015a60fe6e1655bd,4383 1.00
015ba39a9e5896a8,11643 1.00
015bd8b6d032b569,10369 1.00
015c204ad3908890,7355 1.00
015c8f5ecacc87d2,10317 1.00
015c93b299f58303,3793 1.00
015cd613e6cb98a8,6764 1.00
015d13ea6e71d8c9,9318 1.00
015d8d7a0cb3b017,4499 1.00
015e5014bbdc0bb0,12868 1.00
015fe9c47210128e,9060 1.00
016012ffffdd51ae,10317 1.00
0160f25b5321a654,10317 1.00
0161809693cf1edc,13695 1.00
0161c30d48601a1d,573 1.00
016255150d7afb2a,2373 1.00
0163f9442daf0d67,11002 1.00
0165c696dfc17360,4499 1.00
016649a1c14fbca0,9928 0.99
0166675706e98a7d,4499 1.00
016679ee5cd1e4ce,10358 1.00
0168b16f2170b8f0,3438 1.00
0168f42daee56e7e,10434 1.00
0169ff34f000e772,10434 1.00
016a5b70849bc3f2,9074 1.00
016a6feb0f39ae90,11643 1.00
016ad56be4c5ec92,10317 1.00
016b3e6914eb5ff8,7059 0.99
016bf53add2213ae,11832 1.00
016c2c5761b5ff63,12868 1.00
016c3441862105d8,10317 1.00
016c718695b61b21,10434 1.00
016c73e0b0d9783f,10317 1.00
016cab2cca9e80be,10317 1.00
016cf95a0ba56553,11832 1.00
016d03090637c37e,10494 1.00
016d4f40652aebb8,7059 1.00
016e25f31b94f651,11832 1.00
016ea9c204ed78b4,10494 1.00
016ec766c6eb90f2,573 1.00
016ee927bea994f4,10494 1.00
016f6cef961a64ea,10358 1.00
016fb103a0c209f3,10494 1.00
016fc16696be011e,2054 1.00
0170b381cda8cb54,10317 1.00
017149380f193c97,10043 0.98
0171d887e5d94ae8,4499 1.00
01735e9181f40ea4,10434 1.00
01737e06d99e32c8,14586 1.00
0174b1927fd2b026,9060 1.00
0174f5ae42b495a6,14154 1.00
01751bd68636bfce,4499 1.00
0175298161262529,10514 1.00
01760dc75d4415d3,11832 1.00
0176734b73067392,10317 1.00
0176a1b65e1805ed,14472 1.00
0178f24d8c8837d5,10494 1.00
01796427528a692f,11643 1.00
017994a644c7e9a5,11832 1.00
0179deee10fbed76,13431 1.00
017a9341d6dd571d,4499 1.00
017ba942a4f4f8aa,573 1.00
017c05089598c566,573 1.00
017c7af4fadec14d,13431 1.00
017d3121fcaa7155,11832 1.00
017e035c635a58ea,8205 1.00
017e31334eb0b4df,6705 1.00
017ff8b74af32a19,3438 1.00
0180618f361ea169,8205 1.00
0180b090e5e069f1,12438 1.00
018115603aaa7967,2373 0.98
018127b36e52efdf,2054 1.00
01813b40153e395e,3438 1.00
01813c16ffc5a6dd,2373 1.00
0181427da4bb317e,12090 1.00
01814af3e6cd483a,14586 1.00
0181cd2325220d9c,11832 1.00
01823f5e4ff16902,10317 1.00
01825c6be8590f60,9060 1.00
018262d1c47aa38a,9747 0.99
01827a36636c4c73,10621 1.00
01838076cabcf3e7,10494 1.00
0187c0460d5a69b3,2979 1.00
0188f50293ef5476,11475 1.00
0188f5ba544c317b,13431 1.00
018975f91332a4ef,10317 1.00
01897a19b0ed3ae1,10569 1.00
0189d1bd500859d4,573 1.00
018a0d1aed52d4d9,9621 1.00
018a20c732a22dd2,4383 0.99
018ab65cbd3a3ad3,4519 1.00
018b097e3201c8f6,14713 1.00
018b85ab007bcb73,7087 1.00
018c058ef11f0ef2,5944 1.00
018d618da1a99baf,13376 1.00
018d682f9f6ab86c,10358 1.00
018d9a78df98f282,10494 1.00
018e2ba6a4fb53b0,2373 1.00
018fdb00801de5ad,11832 1.00
0190aec9359feef3,10494 1.00
0190ca3d8f0d2c9b,2222 1.00
0191da8913e3445d,9060 1.00
0192295b3fd00fc7,5923 1.00
019261dd1830087b,11107 1.00
0193990c8d86e8de,10494 1.00
0194107b6a403973,10434 1.00
01947d78df2f19cd,14586 1.00
0194a0a11a4f59da,12438 1.00
019521044ea53bdc,10434 1.00
01966fc74db3f554,3806 1.00
01972fd894d7d4aa,9605 1.00
019760437a8c5004,9898 1.00
01985d63528aeb46,3802 1.00
019887ab2971e6a0,573 1.00
01999173bdb9c829,10494 1.00
019b12a3ad7e4635,7087 1.00
019bafcbddbe483d,2624 1.00
019be2e063f606b7,10098 1.00
019ce3c3606f9fd9,9060 1.00
019d310c9b34297b,5557 1.00
019dbefde4a14fd6,11832 1.00
019dc86392e665a3,5984 1.00
019deae0f0bdf955,3438 1.00
019e4323b6e20543,9074 1.00
019ee8b6781167fd,13361 0.99
019efc68ab79c8c9,13265 1.00
019f28af633e2732,3806 1.00
01a02d16017c05b4,14586 1.00
01a09153287e7752,10434 1.00
01a2f493a3dbdcd9,4499 1.00
01a3ec1dbee271d9,12868 1.00
01a4606845a92a7d,8205 1.00
01a7cf9d789a4b31,10317 1.00
01a7e9134e5f8e66,3284 1.00
01a8281cc1c0b629,11343 1.00
01a8334c31dadf35,11832 1.00
01a833ecc775e588,10317 1.00
01a851a97dda9140,829 1.00
01a8b5c3265f679a,10317 1.00
01a98ac9f86c5d78,402 1.00
01aa098ffb1ed0e4,10317 1.00
01ab3b6664eb650a,2373 1.00
01ac1d5fae1c1a15,10434 1.00
01ac22c9741fce0b,11832 1.00
01ad286b96800005,5792 1.00
01ad43a2b90a90e3,11832 1.00
01ad8e22c2f22fae,10494 1.00
01adb2bb875ce046,11343 1.00
01ae6981ffed32a4,10434 1.00
01aeb7b0aef26be7,14586 1.00
01af805bc6160488,10494 1.00
01b12bb488df528d,2021 1.00
01b12fe1ec5268a0,5427 1.00
01b16cf6e2893a43,8555 1.00
01b1b496bc41c60b,13265 1.00
01b1c40b3060b618,10494 1.00
01b216cd8cc39c3b,11832 1.00
01b218f62b7ece58,11643 1.00
01b221bafbb16419,9060 1.00
01b383299c25a672,11832 1.00
01b3b5ab32acb29f,3438 1.00
01b3d9095f37b23d,10317 1.00
01b55c00bdd5f166,14234 1.00
01b58536b25b645a,2373 1.00
01b5dec7a11eae84,10494 1.00
01b61189ae9d4b03,573 1.00
01b8a0c92be0e33d,10317 1.00
01b8a6e0f205f914,2093 1.00
01b942c0e1c2cc3f,10434 1.00
01ba482b6e3253bd,5557 1.00
01bc6b3e2e34aea7,4499 1.00
01bc9859edb9c605,5204 1.00
01be059bda270417,505 1.00
01beba2f53b8d899,5204 1.00
01bef70df769073f,10434 1.00
01bf3680a6b99a5d,3438 1.00
01bfb8af347462d3,10317 1.00
01c0aad5c395461a,9060 1.00
01c11582ad34f77d,9928 1.00
01c1b82fa9e0e210,5204 1.00
01c1c03db46a5a36,10434 1.00
01c3585e05e81acd,9060 1.00
01c394b9b4af43b0,2701 1.00
01c44ad2e6d0723f,9060 1.00
01c4bacb97c845b6,11832 1.00
01c4bc650959fb5d,8913 1.00
01c50b4085c248f8,9605 1.00
01c5c082bb59a817,9928 1.00
01c6267be193173b,10317 1.00
01c65f151f3c141f,5557 1.00
01c67bc52901f848,10317 1.00
01c74cf648d89d6d,9621 1.00
01c8075c826813ef,8205 1.00
01c826d4974f5fbd,9060 1.00
01c984ff66226f75,5760 1.00
01c9b36a80d2a87e,13431 1.00
01ca0b06436a5df2,13431 1.00
01ca25e8507bfccf,8831 1.00
01cb1bc90ce55bc6,5616 1.00
01cc34168e66b5b3,3477 1.00
01ccc68bef696e5c,7059 1.00
01ccd3560a57551d,10494 1.00
01cd0aa4713b8489,11832 1.00
01ce1914ede7d01d,2259 1.00
01d0776e3f48e68d,11832 1.00
01d0d1d395a1c980,11973 1.00
01d0d946648ad65d,12868 1.00
01d1091954b7fb72,10434 1.00
01d12aa0392d7abd,4575 0.98
01d1ae387efd8d38,4499 1.00
01d27be43fd8a6c9,12211 1.00
01d2fb606eaf5e83,10358 1.00
01d2fba45891b58f,4383 1.00
01d30891397823f9,11832 1.00
01d323f779dbaaad,7629 1.00
